Link Name,Center of Mass X,Center of Mass Y,Center of Mass Z,Center of Mass Roll,Center of Mass Pitch,Center of Mass Yaw,Mass,Moment Ixx,Moment Ixy,Moment Ixz,Moment Iyy,Moment Iyz,Moment Izz,Visual X,Visual Y,Visual Z,Visual Roll,Visual Pitch,Visual Yaw,Mesh Filename,Color Red,Color Green,Color Blue,Color Alpha,Collision X,Collision Y,Collision Z,Collision Roll,Collision Pitch,Collision Yaw,Collision Mesh Filename,Material Name,SW Components,Coordinate System,Axis Name,Joint Name,Joint Type,Joint Origin X,Joint Origin Y,Joint Origin Z,Joint Origin Roll,Joint Origin Pitch,Joint Origin Yaw,Parent,Joint Axis X,Joint Axis Y,Joint Axis Z,Limit Effort,Limit Velocity,Limit Lower,Limit Upper,Calibration rising,Calibration falling,Dynamics Damping,Dynamics Friction,Safety Soft Upper,Safety Soft Lower,Safety K Position,Safety K Velocity
base_link,0.837491492139642,1.16249858131939,0.972075564965408,0,0,0,2.08362654858377,0.0301960878113478,-3.75267730633829E-10,-2.26242500211624E-18,0.0345230243527963,2.31046346685922E-07,0.00535275266306519,0,0,0,0,0,0,package://MECHAKALDR_AssemblyURDF/meshes/base_link.STL,0.894117647058823,0.894117647058823,0.894117647058823,1,0,0,0,0,0,0,package://MECHAKALDR_AssemblyURDF/meshes/base_link.STL,,Body_Part-1,Origin_global,,,,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,
front_right_hip,0.0059682010828277,-1.01124532081442E-08,0.0786652074201606,0,0,0,0.0682835197174219,0.000107578043739037,2.86998711031088E-11,1.72663649384203E-05,0.000149860310883397,1.749545416132E-11,0.000119194202449452,0,0,0,0,0,0,package://MECHAKALDR_AssemblyURDF/meshes/front_right_hip.STL,0.894117647058823,0.894117647058823,0.894117647058823,1,0,0,0,0,0,0,package://MECHAKALDR_AssemblyURDF/meshes/front_right_hip.STL,,FrontRightHip-1,Origin_joint_FR1,Axis_joint_FR1,joint_FR1,continuous,0.938841492139651,-0.736351710589816,1.12887994406759,1.5707963267949,-0.184324845946536,0,base_link,0,0,1,,,,,,,,,,,,
front_right_upperleg,0.00998407447714444,-0.0223613255755283,0.00496781582679107,0,0,0,0.254098162864815,0.000293567664209762,-3.54375139435139E-07,1.26797191503916E-07,0.000209119528586515,-1.77613973143379E-07,0.000253159715027042,0,0,0,0,0,0,package://MECHAKALDR_AssemblyURDF/meshes/front_right_upperleg.STL,0.894117647058823,0.894117647058823,0.894117647058823,1,0,0,0,0,0,0,package://MECHAKALDR_AssemblyURDF/meshes/front_right_upperleg.STL,,FrontRightUpperLeg-1,Origin_joint_FR2,Axis_joint_FR2,joint_FR2,continuous,0,0,0.05,-0.0500381906591324,0,0,front_right_hip,1,0,0,,,,,,,,,,,,
front_right_lowerleg,0.00313707084104298,-0.113584537630757,-0.0424962734293497,0,0,0,0.228830429407258,0.000231457353093082,-5.81151335079166E-09,5.80526485008193E-09,0.000106373345471365,-1.13763339387154E-05,0.000209650487515167,0,0,0,0,0,0,package://MECHAKALDR_AssemblyURDF/meshes/front_right_lowerleg.STL,0.894117647058823,0.894117647058823,0.894117647058823,1,0,0,0,0,0,0,package://MECHAKALDR_AssemblyURDF/meshes/front_right_lowerleg.STL,,FrontRightLowerLeg-1,Origin_joing_FR3,Axis_joing_FR3,joing_FR3,continuous,0,-0.179628169054509,0.00499374175436673,0.150645271248945,0,0,front_right_upperleg,1,0,0,,,,,,,,,,,,
front_right_wheel,0.0653896558154292,-1.38246158964961E-09,1.76539238783135E-09,0,0,0,0.433565938227583,0.000591822035099486,8.32921249323623E-12,-1.07089675400104E-11,0.000403821347600149,3.26475155876325E-11,0.000403821287061979,0,0,0,0,0,0,package://MECHAKALDR_AssemblyURDF/meshes/front_right_wheel.STL,0.894117647058823,0.894117647058823,0.894117647058823,1,0,0,0,0,0,0,package://MECHAKALDR_AssemblyURDF/meshes/front_right_wheel.STL,,FrontRightWheel-1,Origin_joint_FR4,Axis_joint_FR4,joint_FR4,continuous,0.00718023205467189,-0.159999999999987,0,1.6105117217026,0,0,front_right_lowerleg,1,0,0,,,,,,,,,,,,
back_right_hip,0.00596820174941037,-1.03465580547635E-08,0.0786652080445776,0,0,0,0.06828352187583,0.000107578045766239,2.87306283016466E-11,1.7266363795163E-05,0.000149860313070913,1.73076976797321E-11,0.000119194204928831,0,0,0,0,0,0,package://MECHAKALDR_AssemblyURDF/meshes/back_right_hip.STL,0.894117647058823,0.894117647058823,0.894117647058823,1,0,0,0,0,0,0,package://MECHAKALDR_AssemblyURDF/meshes/back_right_hip.STL,,RearRightHip-1,Origin_joint_BR1,Axis_joint_BR1,joint_BR1,continuous,0.938841492139661,-1.03585171058983,1.12887994406759,1.5707963267949,0,0,base_link,0,0,1,,,,,,,,,,,,
back_right_upperleg,0.00998407455990202,-0.0221112390102163,0.00497407406201233,0,0,0,0.254098163006665,0.000293567664041161,-3.54374182334035E-07,1.26797375602566E-07,0.000209119528716847,-1.77613926325139E-07,0.000253159715046794,0,0,0,0,0,0,package://MECHAKALDR_AssemblyURDF/meshes/back_right_upperleg.STL,0.894117647058823,0.894117647058823,0.894117647058823,1,0,0,0,0,0,0,package://MECHAKALDR_AssemblyURDF/meshes/back_right_upperleg.STL,,RearRightUpperLeg-1,Origin_joint_BR2,Axis_joint_BR2,joint_BR2,continuous,0,0,0.05,0,0,0,back_right_hip,1,0,0,,,,,,,,,,,,
back_right_lowerleg,0.00313707084206716,-0.113584537634935,-0.0424962734400056,0,0,0,0.228830429344515,0.000231457353091744,-5.81151439161717E-09,5.8052619065162E-09,0.000106373345468602,-1.13763339381302E-05,0.000209650487511229,0,0,0,0,0,0,package://MECHAKALDR_AssemblyURDF/meshes/back_right_lowerleg.STL,0.894117647058823,0.894117647058823,0.894117647058823,1,0,0,0,0,0,0,package://MECHAKALDR_AssemblyURDF/meshes/back_right_lowerleg.STL,,RearRightLowerLeg-1,Origin_joint_BR3,Axis_joint_BR3,joint_BR3,continuous,0,-0.179378082493681,0.00500000000132195,0,0,0,back_right_upperleg,1,0,0,,,,,,,,,,,,
back_right_wheel,0.0450289300630087,-1.27669597116409E-09,1.67681291074473E-09,0,0,0,0.433565950722189,0.000591822040064194,7.83411973921442E-12,-1.02894021368336E-11,0.000403821349041375,3.02423575260312E-11,0.000403821293025627,0,0,0,0,0,0,package://MECHAKALDR_AssemblyURDF/meshes/back_right_wheel.STL,0.894117647058823,0.894117647058823,0.894117647058823,1,0,0,0,0,0,0,package://MECHAKALDR_AssemblyURDF/meshes/back_right_wheel.STL,,RearRightWheel-1,Origin_joint_BR4,Axis_joint_BR4,joint_BR4,continuous,0.0275409571707292,-0.16,0,0,0,0,back_right_lowerleg,1,0,0,,,,,,,,,,,,
front_left_hip,-0.00596820174941548,1.03454129707359E-08,0.0786652080445768,0,0,0,0.0682835218758296,0.000107578045766238,2.87306280722794E-11,-1.72663637951629E-05,0.000149860313070912,-1.73076973647232E-11,0.000119194204928831,0,0,0,0,0,0,package://MECHAKALDR_AssemblyURDF/meshes/front_left_hip.STL,0.894117647058823,0.894117647058823,0.894117647058823,1,0,0,0,0,0,0,package://MECHAKALDR_AssemblyURDF/meshes/front_left_hip.STL,,FrontLeftHip-1,Origin_joint_FL1,Axis_joint_FL1,joint_FL1,continuous,0.736141492139659,-0.735851710589763,1.12887994406816,1.5707963267949,0,0,base_link,0,0,1,,,,,,,,,,,,
